path,status,reason,guid
content/docs/sk/knifes/K000078-language-as-a-bridge-ai-ako-most-medzi-jazykmi/index.md,ok,,
content/docs/sk/knifes/K000030-pribeh-poznania-sdlc/index.md,ok,,
content/docs/sk/knifes/K000081-transparentna-stabilna-infrastruktura-pre-sites/index.md,ok,,
content/docs/sk/knifes/K000010-openai-klient-vlastna-ai-komunikacia/index.md,ok,,
content/docs/sk/knifes/K000085-obs-fundamentals/index.md,ok,,
content/docs/sk/knifes/K000020-libreoffice-ako-komunitna-platforma/index.md,ok,,
content/docs/sk/knifes/K000061-passkey-ako-bezpecnostny-koncept/index.md,ok,,
content/docs/sk/knifes/K000005-bazi-pre-racionalne-duse/index.md,ok,,
content/docs/sk/knifes/K000021-princip-udrzatelnosti-v-architekture/index.md,ok,,
content/docs/sk/knifes/K000004-docker-pre-studentov-k12/index.md,ok,,
content/docs/sk/knifes/K000065-makefile-for-knife-ecosystem-for-mac-windows-linux/index.md,ok,,
content/docs/sk/knifes/K000033-smalltalk-ako-nastroj-flowu-a-kontextu/index.md,ok,,
content/docs/sk/knifes/K000036-pracovno-financny-ekosystem/index.md,ok,,
content/docs/sk/knifes/K000073-q12-twelve-quadrants-for-starting-business/index.md,ok,,
content/docs/sk/knifes/K000032-enterprise-document-integrated-sdlc/index.md,ok,,
content/docs/sk/knifes/K000075-lean-canvas/index.md,ok,,
content/docs/sk/knifes/K000006-timova-sprava-prav-v-gitea/index.md,ok,,
content/docs/sk/knifes/K000080-docusaurus-vs-github-pages-package-json/index.md,ok,,
content/docs/sk/knifes/K000070-ea-fundamentals/index.md,ok,,
content/docs/sk/knifes/K000052-github-lms-framework/index.md,ok,,
content/docs/sk/knifes/K000056-central-panel-for-git-sdlc-git-management-makefile/index.md,ok,,
content/docs/sk/knifes/K000022-terno-terapeuticke-formy-ucenia/index.md,ok,,
content/docs/sk/knifes/K000077-knife047-7s-cycle-of-meaningful-knowledge/index.md,ok,,
content/docs/sk/knifes/K000084-ako-aktivovat-na-githube-edu-benefity/GHEDU_Faculty_Benefits.md,ok,,
content/docs/sk/knifes/K000084-ako-aktivovat-na-githube-edu-benefity/GHEDU_Benefits_Usage.md,ok,,
content/docs/sk/knifes/K000084-ako-aktivovat-na-githube-edu-benefity/index.md,ok,,
content/docs/sk/knifes/K000008-dcmm-a-dao-hodnota-leadershipu/index.md,ok,,
content/docs/sk/knifes/K000060-export-draw-io-diagramu-do-a4-png/index.md,ok,,
content/docs/sk/knifes/K000016-helper-skript-pre-lo-symbolic-link/index.md,ok,,
content/docs/sk/knifes/K000009-linkedin-post-engine-ai-automatizacia/index.md,ok,,
content/docs/sk/knifes/K000044-onedrive-backup-to-external-disk-on-qnap/index.md,ok,,
content/docs/sk/knifes/K000050-open-gpt-vytvaranie-prompt-instructions/index.md,ok,,
content/docs/sk/knifes/K000012-ea-workflow-add-in-pokrocile-sablony/index.md,ok,,
content/docs/sk/knifes/K000069-kto-ma-pochvali-ak-sa-nepochvalim-sam/index.md,ok,,
content/docs/sk/knifes/K000053-framework-for-project-management-in-github/index.md,ok,,
content/docs/sk/knifes/K000048-ai-agent-in-opengpt/index.md,ok,,
content/docs/sk/knifes/K000067-github-deployment-strategie/K000067_makefile_appendix.md,ok,,
content/docs/sk/knifes/K000067-github-deployment-strategie/K000067_sidebars.md,ok,,
content/docs/sk/knifes/K000067-github-deployment-strategie/K000067_NamingConventionPreDomeny.md,ok,,
content/docs/sk/knifes/K000067-github-deployment-strategie/K000067_ReadmePreZvedavych.md,ok,,
content/docs/sk/knifes/K000067-github-deployment-strategie/index.md,ok,,
content/docs/sk/knifes/K000067-github-deployment-strategie/K000067_docusaurus_config_ts_appendix.md,ok,,
content/docs/sk/knifes/K000025-kategorizacia-terno-podla-sdlc-a-7d/index.md,ok,,
content/docs/sk/knifes/K000068-kruhovy-portret-v-gimp/index.md,ok,,
content/docs/sk/knifes/K000047-knife047-7s-cycle-of-meaningful-knowledge/index.md,ok,,
content/docs/sk/knifes/K000027-git-for-dummies-central-concepts/index.md,ok,,
content/docs/sk/knifes/K000076-caa-context-aware-approach-casy-context-aware-systems-caso-context-aware-solution/index.md,ok,,
content/docs/sk/knifes/K000007-helper-skript-na-obrazky-v-markdown/index.md,ok,,
content/docs/sk/knifes/K000039-sementicke-a-kontextove-vyhladavanie-nad-github/index.md,ok,,
content/docs/sk/knifes/K000023-ai-interakcie-casova-os-a-emocie/index.md,ok,,
content/docs/sk/knifes/K000049-knife049-vyhladavac-nad-opengpt-historiou/index.md,ok,,
content/docs/sk/knifes/K000085-obs-fundamentals/K000085_04-multilingual-video-publishing/index.md,ok,,
content/docs/sk/knifes/K000085-obs-fundamentals/K000085_02-obs-fundamentals/index.md,ok,,
content/docs/sk/knifes/K000085-obs-fundamentals/K000085_01-video-workflow/index.md,ok,,
content/docs/sk/knifes/K000085-obs-fundamentals/K000085_03-active-presenter-essentials/index.md,ok,,
content/docs/sk/knifes/_unclasified/TMP-KNIFE-20251008-003-RedirectMechanics/index.md,ok,,
content/docs/sk/knifes/_unclasified/TMP-KNIFE-20251008-001-ZrnkaMudrosti/index.md,ok,,
content/docs/sk/knifes/_unclasified/TMP-KNIFE-20251008-002-LinkedIn-URL/index.md,ok,,
content/docs/sk/knifes/K000064-ga4-gtn-utm/GA4andGTM/Google_Account_vs_Workspace.md,ok,,
content/docs/sk/knifes/K000064-ga4-gtn-utm/GA4andGTM/GettingStarted_GA4_UTM.md,ok,,
content/docs/sk/knifes/K000064-ga4-gtn-utm/GA4andGTM/README.md,ok,,
content/docs/sk/knifes/K000064-ga4-gtn-utm/GA4andGTM/GA4_Account_Setup.md,ok,,
content/docs/sk/knifes/K000064-ga4-gtn-utm/GA4andGTM/GA4_Account_vs_Property.md,ok,,
content/docs/sk/knifes/K000064-ga4-gtn-utm/GA4andGTM/Getting_Started_with_GA4_GTM.md,ok,,
content/docs/sk/knifes/K000064-ga4-gtn-utm/GA4andGTMandUTM/03_GA4_Account_vs_Property.md,ok,,
content/docs/sk/knifes/K000064-ga4-gtn-utm/GA4andGTMandUTM/README.md,ok,,
content/docs/sk/knifes/K000064-ga4-gtn-utm/GA4andGTMandUTM/04_Getting_Started_with_GA4_GTM.md,ok,,
content/docs/sk/knifes/K000064-ga4-gtn-utm/GA4andGTMandUTM/01_Google_Account_vs_Workspace.md,ok,,
content/docs/sk/knifes/K000064-ga4-gtn-utm/GA4andGTMandUTM/02_GA4_Account_Setup.md,ok,,
content/docs/sk/7Ds/01.D1-Management/index.md,ok,,
content/docs/sk/7Ds/05.D5-Implementation/index.md,ok,,
content/docs/sk/7Ds/00.Navigations/index.md,ok,,
content/docs/sk/7Ds/04.D4-Design/index.md,ok,,
content/docs/sk/7Ds/02.D2-Motivation/index.md,ok,,
content/docs/sk/7Ds/06.D6-Verification-Testing/index.md,ok,,
content/docs/sk/7Ds/03.D3-Analysis/index.md,ok,,
content/docs/sk/7Ds/07.D7-LessonLearned/index.md,ok,,
content/docs/sk/7Ds/07.D7-LessonLearned/06.HowTo/index.md,ok,,
content/docs/sk/7Ds/07.D7-LessonLearned/05.NextSteps/index.md,ok,,
content/docs/sk/7Ds/07.D7-LessonLearned/02.BadPractice/index.md,ok,,
content/docs/sk/7Ds/07.D7-LessonLearned/01.BestPractice/index.md,ok,,
content/docs/sk/7Ds/07.D7-LessonLearned/03.Questions/index.md,ok,,
content/docs/sk/7Ds/07.D7-LessonLearned/07.TroubleShooting/index.md,ok,,
content/docs/sk/7Ds/07.D7-LessonLearned/04.Proposals/index.md,ok,,
content/docs/sk/7Ds/03.D3-Analysis/01.Resources/index.md,ok,,
content/docs/sk/7Ds/02.D2-Motivation/01.StakeholderAnalysis/index.md,ok,,
content/docs/sk/7Ds/01.D1-Management/03.Plans-Roadmaps/index.md,ok,,
content/docs/sk/7Ds/01.D1-Management/08.Resources/index.md,ok,,
content/docs/sk/7Ds/01.D1-Management/02.Strategy/index.md,ok,,
content/docs/sk/7Ds/01.D1-Management/02.Strategy/KNIFE_GitHub_CheatSheet.md,ok,,
content/docs/sk/7Ds/01.D1-Management/04.Decisions/index.md,ok,,
content/docs/sk/7Ds/01.D1-Management/06.Reportings/index.md,ok,,
content/docs/sk/7Ds/01.D1-Management/02.Plans-Milestones/index.md,ok,,
content/docs/sk/7Ds/01.D1-Management/05.WorkActivitiesEvidence/index.md,ok,,
content/docs/sk/7Ds/01.D1-Management/07.Publishing/index.md,ok,,
content/docs/sk/7Ds/01.D1-Management/01.Goals-Expectation/index.md,ok,,
content/docs/sk/7Ds/01.D1-Management/05.WorkActivitiesEvidence/2025/202509/20250917-Knifes-Duplicity/README.md,ok,,
content/docs/sk/7Ds/01.D1-Management/04.Decisions/02.Rules/index.md,ok,,
content/docs/sk/7Ds/01.D1-Management/04.Decisions/05.Measures/index.md,ok,,
content/docs/sk/7Ds/01.D1-Management/04.Decisions/04.Risks/index.md,ok,,
content/docs/sk/7Ds/01.D1-Management/04.Decisions/03.SWOT/index.md,ok,,
content/docs/sk/7Ds/01.D1-Management/04.Decisions/01.Principles/index.md,ok,,
content/docs/sk/7Ds/01.D1-Management/02.Strategy/Docusaurus-Guide/Guide_Intro.md,ok,,
content/docs/sk/7Ds/01.D1-Management/02.Strategy/Docusaurus-Guide/Guide_Tokens.md,ok,,
content/docs/sk/7Ds/01.D1-Management/02.Strategy/Docusaurus-Guide/Guide_Formatting.md,ok,,
content/docs/sk/7Ds/01.D1-Management/02.Strategy/Docusaurus-Guide/ProjectGuide.md,ok,,
content/docs/sk/7Ds/01.D1-Management/02.Strategy/Knife_Management/issue_template_task_with_status_20250810-123634.md,ok,,
content/docs/sk/7Ds/01.D1-Management/02.Strategy/Knife_Management/issue_template_task_20250810-123634.md,ok,,
content/docs/sk/7Ds/01.D1-Management/02.Strategy/Knife_Management/README_Task_Management_20250810-123634.md,ok,,
content/docs/sk/7Ds/01.D1-Management/08.Resources/03.Finance/index.md,ok,,
content/docs/sk/7Ds/01.D1-Management/08.Resources/01.HumanResources/index.md,ok,,
content/docs/sk/7Ds/01.D1-Management/08.Resources/02.TimeResources/index.md,ok,,
publishing/docusaurus/docs/index.md,ok,,
publishing/docusaurus/docs/sk/index.md,ok,,
publishing/docusaurus/docs/en/index.md,ok,,
publishing/docusaurus/docs/en/knifes/index.md,ok,,
publishing/docusaurus/docs/sk/7Ds/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/overview.md,ok,,
publishing/docusaurus/docs/sk/knifes/KNIFE_Overview_Blog.md,ok,,
publishing/docusaurus/docs/sk/knifes/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/KNIFE_Overview_List.md,ok,,
publishing/docusaurus/docs/sk/knifes/KNIFE_Overview_Details.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000051-google-analytics-fundamentals/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000082-ako-urobit-text-v-md-atraktivnejsi-emoji/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000042-singlepageapplication-webabased-desktop-app/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000072-apv-assets-perspectives-views-keep-your-aseests-in-order/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000017-ai-powered-terno-planner/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000041-github-education-framework/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000024-onenote-ako-zdroj-metadat-pre-ai/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000019-bazi-vypocty-algoritmus-hodiny-kalendar/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000037-context-aware-solutions-paradigma-solution/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000045-zakladne-informacie-o-esg/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000054-docusaurus-advanced-deployment-pipeline/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000083-aktualizacia-komponentov-pre-docusaurus/AnalyzaMoznostiPreMacOS.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000083-aktualizacia-komponentov-pre-docusaurus/SETUP.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000083-aktualizacia-komponentov-pre-docusaurus/STUDENTS.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000083-aktualizacia-komponentov-pre-docusaurus/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000083-aktualizacia-komponentov-pre-docusaurus/CONTRIBUTING.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000011-main-xba-sablona-pre-lo-basic/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000064-ga4-gtn-utm/GA4vsGTM.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000064-ga4-gtn-utm/GoogleAccount.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000064-ga4-gtn-utm/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000064-ga4-gtn-utm/GA4-Accounts.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000035-context-aware-solutions-paradigma-solution/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000038-ako-si-vyrobit-automaticke-nastavovanie-ssl/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000034-pracovno-financny-ekosystem/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000003-libreoffice-python-integracia/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000086-docusaurus-id-a-jeho-pouzitie/index.user.template.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000086-docusaurus-id-a-jeho-pouzitie/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000086-docusaurus-id-a-jeho-pouzitie/index.template.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000062-docusaurus-slugy-a-routing/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000028-context-aware-system-ontology-approach/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000013-readonlycontrol-v-ea-workflow-add-in/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000040-migracia-joomla-github-mkdocs/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000002-git-workflow-pre-ea-modely/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000063-automaticke-generovanie-knifes/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/path-check/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000066-porovnanie-biznis-planov-github/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000029-prostredie-vyvojove-python-pre-lo/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000015-libreoffice-basic-python-migracia/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000043-kontrola-odpovede-studentov-pomocou-api-na-ai/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000026-knife-framework-pre-vyvoj-a-ucenie-sa-libreoffice-python/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000074-sdlc-solution-development-life-cycle/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000014-manazer-kniznic-pre-lo-basic/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000071-7ds-seven-disciplines-for-successful-solutions/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000058-ai-agent-na-monitoroavanie-nakladov-opengpt-od-pociatku-komunikacie/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000046-thunderbird-archive-export/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000057-ai-agent-na-monitoroavanie-nakladov-opengpt/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000079-co-znamena-slovo-ze-je-nieco-idempotentne/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000031-document-as-code-framework/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000001-ea-modelovanie-a-motivacia/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/_meta/releasenotes.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000055-ako-obnovit-stav-z-minulosti/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000059-stem-a-makerspace-ako-metodika-vzdelavania/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000078-language-as-a-bridge-ai-ako-most-medzi-jazykmi/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000030-pribeh-poznania-sdlc/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000081-transparentna-stabilna-infrastruktura-pre-sites/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000010-openai-klient-vlastna-ai-komunikacia/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000085-obs-fundamentals/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000020-libreoffice-ako-komunitna-platforma/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000061-passkey-ako-bezpecnostny-koncept/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000005-bazi-pre-racionalne-duse/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000021-princip-udrzatelnosti-v-architekture/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000004-docker-pre-studentov-k12/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000065-makefile-for-knife-ecosystem-for-mac-windows-linux/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000033-smalltalk-ako-nastroj-flowu-a-kontextu/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000036-pracovno-financny-ekosystem/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000073-q12-twelve-quadrants-for-starting-business/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000032-enterprise-document-integrated-sdlc/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000075-lean-canvas/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000006-timova-sprava-prav-v-gitea/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000080-docusaurus-vs-github-pages-package-json/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000070-ea-fundamentals/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000052-github-lms-framework/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000056-central-panel-for-git-sdlc-git-management-makefile/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000022-terno-terapeuticke-formy-ucenia/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000077-knife047-7s-cycle-of-meaningful-knowledge/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000084-ako-aktivovat-na-githube-edu-benefity/GHEDU_Faculty_Benefits.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000084-ako-aktivovat-na-githube-edu-benefity/GHEDU_Benefits_Usage.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000084-ako-aktivovat-na-githube-edu-benefity/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000008-dcmm-a-dao-hodnota-leadershipu/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000060-export-draw-io-diagramu-do-a4-png/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000016-helper-skript-pre-lo-symbolic-link/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000009-linkedin-post-engine-ai-automatizacia/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000044-onedrive-backup-to-external-disk-on-qnap/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000050-open-gpt-vytvaranie-prompt-instructions/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000012-ea-workflow-add-in-pokrocile-sablony/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000069-kto-ma-pochvali-ak-sa-nepochvalim-sam/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000053-framework-for-project-management-in-github/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000048-ai-agent-in-opengpt/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000067-github-deployment-strategie/K000067_makefile_appendix.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000067-github-deployment-strategie/K000067_sidebars.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000067-github-deployment-strategie/K000067_NamingConventionPreDomeny.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000067-github-deployment-strategie/K000067_ReadmePreZvedavych.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000067-github-deployment-strategie/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000067-github-deployment-strategie/K000067_docusaurus_config_ts_appendix.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000025-kategorizacia-terno-podla-sdlc-a-7d/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000068-kruhovy-portret-v-gimp/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000047-knife047-7s-cycle-of-meaningful-knowledge/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000027-git-for-dummies-central-concepts/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000076-caa-context-aware-approach-casy-context-aware-systems-caso-context-aware-solution/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000007-helper-skript-na-obrazky-v-markdown/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000039-sementicke-a-kontextove-vyhladavanie-nad-github/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000023-ai-interakcie-casova-os-a-emocie/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000049-knife049-vyhladavac-nad-opengpt-historiou/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000085-obs-fundamentals/K000085_04-multilingual-video-publishing/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000085-obs-fundamentals/K000085_02-obs-fundamentals/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000085-obs-fundamentals/K000085_01-video-workflow/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000085-obs-fundamentals/K000085_03-active-presenter-essentials/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/_unclasified/TMP-KNIFE-20251008-003-RedirectMechanics/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/_unclasified/TMP-KNIFE-20251008-001-ZrnkaMudrosti/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/_unclasified/TMP-KNIFE-20251008-002-LinkedIn-URL/index.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000064-ga4-gtn-utm/GA4andGTM/Google_Account_vs_Workspace.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000064-ga4-gtn-utm/GA4andGTM/GettingStarted_GA4_UTM.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000064-ga4-gtn-utm/GA4andGTM/README.md,ok,,
publishing/docusaurus/docs/sk/knifes/K000064-ga4-gtn-utm/GA4andGTM/GA4_Account_Setup.md,ok,,
